Overall Qual,Overall Cond,Year Built,Total Bsmt SF,Total Liv Area,Full Bath,Half Bath,Bedroom AbvGr,TotRms AbvGrd,Garage Area,SalePrice
7,6,2007,1246,1258,2,0,3,6,462,173500
7,5,2007,1266,1266,2,0,2,6,388,185485
7,5,2004,1530,1530,2,0,3,7,630,259000
7,5,2004,835,1119,2,0,2,5,437,188500
7,5,2004,384,1374,2,1,3,8,400,175000
7,5,2004,847,1959,2,1,4,8,434,215000
7,5,2006,1510,1525,2,1,3,6,534,206580
7,5,2004,840,1720,2,1,3,7,440,183500
7,5,2003,847,1948,2,1,4,8,434,211000
6,5,1999,953,1647,2,1,3,7,460,175000
7,5,2000,384,1430,2,1,3,8,400,170000
6,5,2000,915,1690,2,1,3,7,442,187000
6,5,1999,941,1644,2,1,3,7,460,185000
10,5,1996,2396,4476,3,1,4,10,813,745000
8,5,1997,1779,2551,2,1,4,8,925,384500
9,5,1998,1408,3078,2,1,4,9,806,410000
8,5,1998,1389,2582,2,1,4,9,758,322500
7,5,1998,1066,2385,2,1,4,8,600,252000
10,6,1994,2444,4316,3,1,4,10,832,755000
7,5,1996,1117,2013,2,1,3,8,455,269790
7,5,1996,1379,2398,2,1,3,8,834,315750
7,5,1995,1203,2520,2,1,4,9,721,290000
8,5,1995,1318,2531,2,1,4,9,752,290000
8,5,1992,1105,2202,2,1,4,9,517,263000
8,5,1996,1325,2538,2,1,4,8,933,330000
7,6,2007,1369,1369,2,0,3,5,605,213133
8,5,2007,1542,1542,2,0,3,6,852,260261
9,5,2006,1905,1905,2,0,3,8,788,320000
8,5,2007,1485,1464,2,0,3,6,754,282922
8,5,2006,1524,1534,2,0,3,7,484,215000
10,5,2007,1966,1966,2,0,1,6,1092,419005
8,5,2006,1623,1636,2,0,3,8,865,255000
8,5,2006,1795,1795,2,0,2,7,895,147000
7,5,2007,1528,1528,3,2,3,6,480,235876
7,5,2007,1726,1726,2,0,3,8,786,311872
7,6,2007,1689,1689,2,0,3,7,954,248328
8,5,2006,1588,1588,2,0,3,7,825,227000
8,5,2005,1538,1538,2,0,3,7,484,260000
8,5,2007,1496,1496,2,0,3,7,474,225000
7,5,2005,1494,1506,2,0,3,7,672,249000
8,5,2004,1686,1694,2,0,3,7,636,307000
7,5,2006,982,1977,2,1,3,7,574,250000
8,5,2006,1302,1830,2,1,3,7,859,221300
8,5,2007,1338,1338,2,0,3,6,598,208900
7,5,2006,1335,1335,2,0,3,6,575,210400
8,5,2007,896,1792,2,1,3,8,590,255000
5,5,2007,725,1588,3,0,3,8,561,212109
8,5,2006,1088,1959,2,1,3,8,1025,270000
8,5,2007,1184,2610,2,1,4,11,550,303477
8,5,2007,955,1880,2,1,3,8,880,310013
8,5,2006,1656,1656,2,0,3,7,826,249700
7,6,2007,874,1761,3,0,3,7,578,227875
8,5,2007,1574,1584,2,0,2,6,594,261329
8,5,2006,1685,1685,2,0,2,5,658,253000
6,5,2004,1158,2443,2,1,4,9,744,265000
8,5,2004,1580,2466,3,0,4,8,610,340000
6,5,2006,1100,1100,1,1,3,6,0,146000
7,5,2006,1143,1143,1,1,3,5,0,147000
5,5,2003,1094,1094,1,0,3,6,576,149000
7,5,2006,1461,1486,2,0,3,7,566,181000
6,5,1994,928,1721,2,1,3,7,471,201000
7,5,2000,1349,1349,2,0,3,6,539,179000
5,5,1977,894,894,1,0,2,5,308,120750
5,6,1963,970,970,1,0,2,5,624,132500
5,5,1962,1057,1057,1,0,3,6,576,132000
4,5,1961,1040,1120,1,1,3,5,544,129000
5,5,1962,1140,1696,1,1,3,8,349,143900
5,7,1968,1040,1040,1,1,3,5,686,145000
5,5,1974,1037,1037,1,0,2,5,431,129000
6,7,1973,1044,1055,1,0,2,5,542,147000
8,5,1992,1683,2872,2,1,4,9,541,285000
7,5,1997,975,1950,2,1,3,7,576,239000
7,5,1999,1339,1358,2,0,3,5,625,204000
8,5,1998,1220,2362,2,1,3,8,1105,312500
7,6,1980,2002,2362,2,1,3,8,546,255000
5,8,1976,1437,1437,2,0,3,6,528,218000
6,7,1976,528,1855,2,1,3,7,512,187000
6,8,1976,1262,1262,2,0,3,6,460,181500
8,5,1981,2461,2497,2,0,2,7,676,373000
6,6,1968,912,1152,1,1,3,7,412,143450
6,6,1970,1008,2411,2,1,4,8,570,240050
6,5,1968,1295,1295,1,1,3,6,528,164000
7,7,1972,1124,1610,2,0,3,8,515,185000
7,6,1993,1594,1594,2,0,2,6,472,188500
7,6,1993,1148,2075,2,1,3,8,473,255000
6,7,1966,1093,1093,2,0,3,6,484,158500
7,6,1973,1242,1242,1,1,3,6,528,175500
6,5,1963,1052,1052,1,0,3,6,311,127000
5,6,1967,949,1107,1,0,3,5,308,127000
5,7,1965,1073,1073,1,1,3,6,515,156000
5,5,1960,1065,1065,1,1,3,6,461,126500
6,8,1958,588,1138,1,0,3,6,264,145000
5,7,1958,912,912,1,0,2,5,297,120000
5,5,1956,894,1074,1,0,2,6,396,124000
5,7,1961,964,964,1,0,3,5,784,137500
5,7,1960,894,894,1,0,3,5,312,117600
7,6,1966,1174,1200,2,0,3,6,440,163500
6,5,1965,1042,1042,2,0,3,5,440,161000
6,7,1964,1302,1302,2,0,3,7,309,158000
6,7,1964,845,2154,2,1,5,8,539,224500
5,6,1959,1063,1327,1,0,3,7,624,150750
6,5,1950,932,932,1,0,2,4,306,124000
5,7,1940,822,908,1,0,2,4,512,138500
5,8,1958,808,808,1,0,2,5,308,112000
6,6,1964,816,1977,1,1,4,9,540,165000
5,6,1955,1078,1150,1,0,2,6,288,144000
5,5,1941,768,1376,1,0,3,6,240,105000
5,7,1942,728,1644,1,1,3,7,312,146500
6,5,1961,1218,1254,1,0,3,6,525,158500
5,5,1958,912,912,1,0,2,5,275,114500
5,5,1958,874,1524,1,1,3,7,315,144000
6,7,1957,936,936,1,0,2,4,315,141000
5,6,1956,1008,1008,1,0,3,6,308,131000
5,7,1963,1053,1053,1,0,3,6,692,142100
5,6,1958,1056,1056,1,0,3,6,308,139000
6,6,1958,1442,1442,1,1,4,7,301,157900
5,7,1954,1056,1056,1,0,3,6,260,139400
6,6,1957,1244,1244,1,1,3,6,336,150000
5,5,1960,1144,1144,1,0,3,6,336,120000
6,6,1957,1331,1721,1,0,4,8,464,174850
5,5,1957,922,922,1,0,2,5,308,116000
5,5,1956,1048,1048,1,0,3,6,286,135000
5,6,1955,1204,1411,1,0,3,7,310,130000
5,5,1955,1216,1216,1,0,3,5,336,129500
5,9,1953,864,1154,1,1,3,6,336,142000
6,6,1952,948,948,1,0,2,5,410,125000
6,7,1953,1040,1040,1,0,3,6,293,136000
5,7,1953,1008,1008,1,0,2,6,240,134500
5,8,1956,925,925,1,0,3,5,252,127000
5,5,1955,384,1360,1,0,3,6,572,130000
4,4,1955,1190,1540,1,0,4,7,352,115000
5,5,1955,923,925,1,0,3,5,390,116900
5,7,1956,928,928,1,0,2,4,252,132000
4,6,1953,1105,1647,1,0,3,6,280,153000
4,7,1890,925,1544,2,0,3,7,0,138000
5,7,1949,845,893,1,0,2,4,576,135000
5,4,1935,666,3086,3,1,4,9,1200,301600
5,6,1940,735,1034,1,0,2,5,240,109000
4,6,1956,882,882,1,0,1,4,0,103200
4,7,1925,1151,1281,2,0,1,6,580,128500
4,6,1927,656,968,2,0,4,5,216,64500
5,9,1895,736,1534,1,1,3,6,0,148000
5,6,1920,691,691,1,0,2,4,216,86000
7,5,1963,725,1651,2,0,4,6,276,172000
5,7,1961,920,888,1,0,3,5,240,120000
6,6,1968,952,952,1,0,3,5,288,128500
5,5,1969,1040,2080,1,2,5,9,504,135000
5,7,1949,672,924,1,0,3,6,576,122900
6,5,1948,1082,1082,1,0,2,5,240,119200
6,6,1949,1040,1846,2,0,3,7,315,143000
5,7,1950,876,988,1,0,3,6,276,119000
5,3,1950,864,1238,1,1,3,6,357,102000
5,8,1950,864,864,1,0,3,5,720,129000
5,7,1960,1010,1134,1,0,2,6,254,135000
5,6,1958,1170,1170,1,0,3,6,338,140000
5,5,1960,1242,1242,1,1,3,6,324,152000
5,5,1960,1377,1377,1,0,3,6,351,156500
5,6,1961,0,925,1,0,3,7,300,99000
6,8,1964,822,1851,2,1,3,7,440,187000
5,5,1962,864,1812,2,0,4,8,264,169500
5,5,1962,864,864,1,0,2,5,294,125500
5,5,1962,896,936,1,0,3,6,288,130000
5,7,1926,850,960,1,0,2,5,576,103000
5,7,1910,264,1432,2,0,2,7,360,132000
6,6,1927,845,1296,1,0,3,6,576,127500
5,6,1920,967,967,1,0,2,5,180,99900
4,7,1885,641,1047,1,0,2,6,273,100000
5,8,1940,808,1072,1,0,2,5,379,130000
5,8,1900,680,1174,1,0,2,6,576,135000
3,7,1948,649,1183,1,1,2,6,308,120000
4,7,1937,907,1131,1,0,2,7,672,89471
4,4,1920,960,960,1,0,2,5,308,108500
4,8,1900,1075,1798,2,1,4,7,342,137000
5,9,1945,686,866,1,0,2,4,0,110500
5,6,1923,968,968,1,0,2,5,480,100000
6,6,1927,728,1642,1,1,4,9,374,145000
5,8,1925,702,1472,1,0,3,6,250,125000
5,7,1910,616,1232,1,0,3,6,480,114000
6,8,1910,926,1650,2,0,3,6,468,144100
6,4,1880,1008,2210,2,0,5,8,205,117500
5,7,1930,687,1358,1,1,3,6,336,124500
7,8,1879,819,2454,2,0,3,8,576,185000
6,7,1926,1149,1616,2,0,3,5,216,152000
5,6,1948,1559,1559,1,0,2,5,812,153500
7,8,1890,718,2554,1,1,3,8,704,159500
5,5,1930,912,1248,1,0,2,6,160,87000
4,6,1956,0,968,1,0,2,5,331,104500
4,7,1949,0,1382,2,0,1,6,384,110000
5,6,1950,910,1435,1,0,3,6,308,128250
5,5,1920,915,1167,1,0,3,6,495,144000
6,7,1923,1065,1635,1,1,3,6,440,210000
5,7,1939,728,1274,2,0,3,6,224,135000
6,6,1939,600,1232,1,1,3,6,217,128000
6,6,1941,735,1218,1,0,3,6,440,131000
5,7,1939,884,884,1,0,2,5,240,113000
5,8,1939,672,1322,1,0,4,7,280,132000
5,7,1930,966,1426,1,0,3,6,230,131750
5,6,1926,756,1281,1,0,2,6,379,132500
5,8,1920,939,1513,1,1,4,8,180,137500
7,8,1929,832,854,1,0,2,5,576,132000
6,6,1931,884,1367,1,0,3,6,560,127500
6,8,1918,1100,2264,2,1,4,8,408,200000
6,6,1919,764,1824,1,0,3,8,520,180500
6,7,1920,768,1376,1,0,3,7,576,165000
5,5,1926,750,1316,1,0,4,7,576,90000
6,7,1915,698,1396,1,0,3,7,384,153575
7,7,1930,637,1108,1,0,3,6,280,139400
6,6,1963,741,2294,3,0,5,9,658,202500
6,7,1914,684,1355,1,1,3,7,0,127000
6,6,1937,780,1375,1,1,3,6,544,141000
7,9,1950,976,1952,1,1,4,8,299,212300
6,5,1915,1138,2180,1,1,3,7,720,161000
4,7,1916,1196,1196,1,0,2,5,440,109900
5,7,1930,672,840,1,0,3,5,0,87000
4,1,1910,771,1484,2,0,3,6,264,50000
7,8,1937,1005,2267,1,1,3,7,498,219000
5,6,1946,1598,3086,3,0,3,12,0,200500
5,5,1964,1420,1452,1,0,2,6,572,158450
4,3,1964,1005,1005,1,0,3,5,440,115400
4,5,1961,1029,1029,1,0,3,5,261,118500
5,8,1964,980,1020,2,0,3,5,528,165000
6,5,1966,814,913,1,0,3,6,240,129000
5,5,1966,894,894,1,0,3,5,384,125000
5,5,1968,876,897,1,0,3,5,264,115000
5,7,1966,955,955,1,0,3,6,386,127000
5,5,1968,894,894,1,0,3,5,450,129000
6,5,1977,660,1285,1,1,3,7,528,143500
5,5,1956,1240,1375,1,0,3,6,323,187000
5,4,1920,671,2654,3,0,4,11,638,158000
7,8,1940,680,1302,1,1,2,6,224,165250
6,5,1954,967,1299,1,0,3,6,494,150000
5,6,1958,1158,1176,1,0,3,6,303,137000
6,5,1988,1151,2060,2,1,4,8,521,211000
6,7,1954,1288,2422,3,0,4,6,527,255000
6,7,1950,1202,2158,2,0,4,7,576,243000
6,6,1954,988,1626,1,1,3,6,332,154000
5,5,1958,864,864,1,0,3,6,399,118000
4,7,1920,528,605,1,0,2,5,0,86000
5,6,1951,1342,1342,1,0,4,7,256,125000
5,6,1957,0,1340,1,0,3,7,252,120000
6,5,1984,1105,1822,2,0,4,7,515,228500
7,5,1990,910,1442,2,0,3,6,719,179900
7,5,1990,700,2243,2,1,4,8,746,225000
7,5,1986,1502,2730,2,1,4,8,576,301000
7,5,1991,1104,2127,2,1,4,8,833,238000
7,6,1989,807,1982,2,1,3,7,575,228500
7,5,1994,779,1958,2,1,3,7,499,220000
7,5,2007,1264,2696,2,1,4,10,792,383970
8,5,2006,1466,2828,3,0,4,11,1052,424870
8,5,2007,1643,1651,2,0,3,7,870,250000
8,5,2006,2140,2140,2,1,3,8,894,360000
7,5,2006,1494,1494,2,0,3,7,840,279500
7,5,2007,1316,1316,2,0,3,6,440,200141
8,5,2007,1643,1651,2,0,3,7,870,246500
8,5,2007,1482,2574,2,1,3,10,868,276000
7,5,2005,1274,1274,2,0,3,6,508,203000
7,5,2006,728,1456,2,1,3,8,440,155835
7,5,2006,1240,1240,2,0,2,5,826,194000
7,5,2007,1208,1208,2,0,2,6,628,195400
7,5,2005,1546,1546,2,0,3,7,796,217000
8,5,2006,1489,1500,2,0,3,7,674,212999
7,5,2005,1270,1270,2,0,2,6,524,175900
7,5,2005,879,1795,2,1,3,7,578,191000
6,5,2006,1314,1314,2,0,3,6,440,176432
8,6,1976,966,1743,0,1,0,5,529,279000
5,5,1994,990,990,1,0,3,5,299,126000
6,5,1995,1200,1200,2,0,3,6,521,177500
6,6,1997,635,1308,2,1,3,6,497,175000
5,7,1994,990,990,1,0,3,5,384,146000
5,5,1996,1097,1097,1,1,3,6,242,147900
4,5,1994,990,990,1,0,3,5,0,123600
6,5,1997,824,1786,2,1,3,7,684,204750
7,5,1999,988,1873,2,1,3,7,597,235500
7,5,1998,853,1753,2,1,3,7,534,217000
7,5,2001,845,1690,2,1,3,7,517,190550
7,5,2003,1453,1479,2,0,3,7,558,226000
7,5,2003,840,1668,2,1,3,8,500,180000
5,5,1974,864,894,1,0,3,5,440,131000
5,5,1976,1015,1025,2,0,3,6,370,153500
5,7,1977,995,1009,2,0,3,6,576,160000
5,5,1977,1040,1040,1,1,3,5,748,134900
5,4,1977,876,907,1,0,3,5,308,130000
5,6,1975,864,879,1,0,3,5,440,120000
5,5,1972,882,882,1,0,3,5,461,112500
5,6,1975,969,969,1,1,3,5,440,122000
5,5,1972,864,864,1,0,3,5,576,127000
4,8,1972,385,875,1,0,3,5,728,117000
8,5,2004,2000,2000,2,0,3,8,888,305900
7,5,2002,1459,1459,2,0,3,6,527,192000
7,5,2003,979,1932,2,1,3,7,610,213000
7,5,2002,860,1729,2,1,3,7,542,200000
8,5,1998,1028,2452,2,1,4,9,683,267000
8,5,1994,1556,1592,2,0,3,7,484,228000
9,5,2002,1626,1668,2,0,3,7,702,285000
8,5,1995,1220,2090,2,1,3,8,556,240000
8,5,1999,1341,1341,1,1,1,5,482,246900
7,5,2003,847,1928,2,1,4,8,434,219500
7,5,2003,1337,1337,2,0,3,6,531,185000
7,5,2007,738,1476,2,1,3,7,552,179400
7,5,2006,939,1797,2,1,3,8,639,213500
7,5,2004,1422,1422,2,0,3,7,626,179600
7,5,2005,1169,1190,2,0,2,5,578,173500
6,5,2006,1330,1330,2,0,3,6,437,167840
7,5,2006,738,1491,2,1,3,7,484,168675
5,5,2005,768,1536,2,1,3,6,400,167000
5,7,1965,1214,1214,1,0,2,6,461,140000
5,5,1967,936,936,1,0,2,4,384,118500
4,6,1963,1088,1088,1,0,2,4,520,110000
4,5,1965,960,960,1,0,3,6,432,94750
5,6,1925,901,1351,1,0,3,7,576,122000
6,6,1960,1179,1179,1,0,2,5,622,110000
6,6,1976,960,1044,1,0,3,7,528,133500
5,5,2006,1125,1125,1,1,2,5,430,155000
5,5,2005,1090,1090,1,1,2,5,450,157000
5,5,2005,734,1408,2,1,3,6,489,171500
10,5,2008,5095,5095,2,1,2,15,1154,183850
10,5,2007,3138,4676,3,1,3,11,884,184750
5,7,1959,960,960,1,0,2,4,392,131750
4,5,1954,864,948,1,0,3,5,248,111000
3,6,1931,544,774,1,0,3,6,0,79000
6,8,1920,660,865,1,0,2,4,216,108500
4,5,1954,894,894,1,0,3,5,400,110000
4,5,1955,768,768,1,0,2,4,355,125000
4,5,1955,864,864,1,0,3,5,528,79275
4,6,1954,948,948,1,0,3,5,280,119000
6,7,1923,602,1502,1,1,3,7,180,165000
5,5,1926,1290,1422,1,0,3,6,352,136500
6,7,1921,651,1298,2,0,2,8,240,146500
5,7,1937,731,1768,1,1,3,7,240,175000
7,8,1930,531,1098,1,0,2,5,216,148500
7,8,1918,912,1426,1,1,3,7,216,189950
6,8,1926,686,1461,1,0,3,6,225,135000
7,5,1941,918,1646,2,0,4,7,240,164000
5,6,1910,661,1250,2,0,3,8,552,139000
5,7,1938,920,954,1,0,2,5,240,119750
7,7,1927,851,1718,2,1,4,8,264,238000
5,5,1951,0,1226,1,1,2,7,400,153500
8,6,1934,965,3194,2,1,4,10,380,359100
4,6,1930,930,1755,2,0,4,7,231,188000
8,8,1932,853,2727,2,1,3,10,440,315000
6,8,1945,1028,2320,2,1,3,9,180,259500
6,7,1957,1477,1839,2,0,3,7,416,257500
7,6,1940,800,1740,1,1,3,6,240,219500
8,5,1986,279,2726,2,1,2,6,691,315000
6,7,1940,720,1215,1,0,3,6,720,141000
5,7,1925,936,1601,2,0,3,6,0,129850
4,5,1939,732,1123,1,0,3,4,264,100000
5,7,1922,816,816,1,0,2,5,100,75200
6,5,1920,1012,1012,1,0,2,6,308,118400
5,2,1920,961,1077,1,0,2,6,338,67000
5,5,1950,910,1558,1,1,4,6,282,152000
2,4,1939,0,845,1,0,1,4,256,68104
4,6,1957,1073,1073,1,0,3,6,720,140000
5,9,1930,837,1001,1,0,2,5,216,124900
6,5,1983,1084,1080,1,1,3,5,484,134000
5,5,2002,1441,1392,2,0,3,6,650,215000
7,5,2002,1409,1409,1,1,1,4,576,245000
6,6,1974,970,1026,1,0,2,5,528,143000
5,6,1959,1350,1328,1,1,2,5,308,170000
6,8,1958,585,2279,2,1,4,7,461,257000
7,5,2006,1689,1689,2,0,3,7,433,231713
8,5,2006,1546,1564,2,0,2,6,502,267300
8,5,2006,1476,1484,2,0,2,6,472,265900
8,5,2007,1571,1571,2,0,3,7,722,239000
8,5,2006,1638,1646,2,0,3,6,870,248900
7,7,1985,1265,1240,2,0,3,6,528,174000
7,5,1990,1156,1717,2,1,3,7,400,187500
7,5,2003,868,1146,2,0,3,6,438,187500
8,5,2002,1922,1922,2,0,2,6,692,282000
8,5,2002,1616,1629,2,0,3,9,808,270000
5,4,1963,1572,1572,1,1,3,5,995,186700
8,5,2006,1732,1776,2,0,3,7,712,283463
10,5,2006,1824,1824,2,0,3,8,932,392000
8,5,2005,1094,2482,2,1,4,9,642,281213
5,5,2007,1120,1120,1,0,3,6,0,147000
3,5,1953,0,2034,1,0,2,9,1041,130000
4,5,1963,1064,1040,1,0,3,5,648,132250
5,5,1977,923,1008,1,0,1,4,678,153500
5,6,1977,1160,1676,1,1,3,6,672,196000
5,7,1977,716,1432,1,1,3,6,531,157000
5,7,1971,796,796,1,0,2,5,0,138000
5,7,1970,768,768,1,0,2,5,624,129500
4,6,1982,845,845,1,0,2,4,360,129500
5,7,1982,816,816,1,0,2,5,264,124500
5,7,1983,816,816,1,0,2,4,264,139000
5,5,1991,974,974,1,0,3,5,0,93500
5,6,1984,864,887,1,0,3,5,288,124500
6,6,1956,1008,1024,1,0,2,5,313,157500
7,6,1969,1851,1851,2,0,3,8,506,192100
6,5,1997,813,1525,2,1,3,6,400,183500
6,5,1996,821,1776,2,1,3,7,443,202000
6,5,1997,802,1511,2,1,3,8,413,185000
7,5,2005,1392,2462,2,1,4,9,576,320000
7,5,2006,1670,1670,2,0,3,7,690,240000
8,5,2005,1074,2064,2,1,4,7,527,250000
8,5,2005,893,1801,2,1,3,8,800,239900
7,5,2005,1700,2212,2,1,3,9,773,309000
7,5,2006,868,2021,2,1,3,9,422,274725
8,5,1994,2062,2687,2,1,4,9,618,270000
7,5,1998,935,1632,2,1,3,8,462,176500
9,5,2005,1398,2798,3,1,3,11,670,457347
10,5,2006,1528,3390,3,1,5,10,758,545224
9,5,2006,1094,2473,2,1,4,11,675,356383
9,5,2005,1992,2868,3,1,4,11,716,556581
8,5,2006,1234,2576,2,1,4,10,666,361919
10,5,2006,1850,2698,2,1,4,11,736,535000
9,5,2005,1390,2795,3,1,4,10,660,401179
10,5,2006,1410,2945,3,1,3,10,641,438780
8,5,2005,1814,1826,2,0,3,7,758,319000
9,5,2005,1910,2000,2,1,3,8,722,470000
7,7,1984,1208,1621,2,0,3,8,440,202500
7,5,1988,1845,1872,2,0,3,6,604,241500
7,5,1978,945,1857,2,1,4,8,482,188900
6,6,1980,1686,1686,2,0,3,7,612,207500
7,5,1978,1392,2784,3,1,5,12,564,250000
6,6,1975,713,1552,2,1,3,6,434,179900
7,5,2005,960,2318,2,1,3,8,541,294323
6,6,1975,675,1875,3,0,3,8,485,184500
5,6,1975,1056,1074,1,1,3,6,495,153500
7,5,1976,832,1664,2,1,4,8,528,162900
6,6,1974,1040,1309,1,1,3,5,484,181000
6,6,1974,1103,1103,2,0,3,6,462,155000
4,5,1970,864,864,1,0,3,5,280,116050
4,4,1971,864,874,1,0,3,5,576,97500
5,7,1967,943,1387,1,0,3,6,300,145000
5,5,1967,864,900,1,0,3,6,288,123000
9,5,2004,1980,1980,2,0,3,8,770,315000
9,5,2006,1738,2589,2,1,4,11,831,412083
9,5,2006,1249,2596,3,1,4,9,840,342643
8,5,2004,1618,1618,2,0,2,6,880,252000
10,5,2006,2076,2076,2,1,2,7,850,465000
7,5,2006,1721,1740,2,0,4,8,874,293000
9,5,2005,1868,1868,2,0,2,7,1085,415000
9,5,2004,1833,1850,2,0,3,8,772,326000
8,5,2005,1158,2376,3,1,4,9,853,325300
8,5,2004,1117,2452,3,1,4,9,691,309000
9,5,2005,1090,2206,2,1,4,10,670,300000
8,5,2005,1030,2098,2,1,3,8,878,275500
9,5,2005,1606,2091,2,1,3,8,521,338500
9,5,2005,1175,2324,3,0,4,11,736,345000
8,5,2005,1209,2253,2,1,3,8,575,344133
8,5,2006,1054,2389,2,1,4,10,672,298236
8,5,2005,1524,2358,2,1,4,10,784,329900
9,5,2003,1896,1944,2,0,3,8,708,360000
8,5,2006,1085,1970,2,1,3,8,753,281000
9,5,2005,1792,1792,2,0,2,6,925,372397
9,5,2004,1780,1780,2,0,2,7,816,378000
9,5,2003,1792,1792,2,0,2,6,874,374000
9,5,2005,1848,2728,2,1,4,10,706,437154
8,5,2005,1058,1904,2,1,3,8,736,275000
6,5,2005,1316,1316,2,0,3,6,397,169990
6,5,2005,728,1456,2,1,3,8,390,170440
7,5,2006,738,1492,2,1,3,8,440,169985
7,5,2006,654,1496,2,1,3,7,426,179665
7,5,2006,879,1863,2,1,4,9,660,219210
6,5,2006,1326,1326,2,0,3,6,427,174190
6,5,2006,728,1456,2,1,3,8,429,172785
8,5,2004,1052,2373,2,1,4,9,632,258000
7,5,2006,738,1492,2,1,3,8,440,185101
5,5,2005,732,1838,2,1,4,7,372,192140
8,5,2004,707,1414,2,1,3,6,403,178000
7,5,2004,848,1598,2,1,3,7,433,201490
8,5,2000,1406,1936,2,1,3,7,504,230500
7,5,2003,783,1509,2,1,3,8,393,180000
6,5,2000,959,1671,2,1,3,7,472,173000
7,5,1999,975,2291,2,1,4,8,429,230000
8,5,1997,1396,2392,2,1,3,7,870,348000
8,5,1998,1044,1976,2,1,3,7,885,286000
8,5,2000,1160,2234,2,1,3,7,768,300000
10,5,1995,1930,3627,3,1,4,10,807,625000
8,5,1998,1086,1924,2,1,3,7,592,280000
8,5,1998,1141,2263,2,1,4,10,420,258000
8,5,1995,1342,2726,2,1,4,9,725,350000
9,5,1993,1733,3500,3,1,4,11,959,584500
8,5,1994,1165,2526,2,1,4,8,844,290000
8,5,2005,1100,1964,2,1,3,8,760,252000
8,5,2006,1670,1670,2,1,2,6,928,336820
8,5,2005,2077,2097,1,1,1,8,1134,423000
8,5,2006,1660,1660,2,0,3,8,500,290000
7,5,2005,1616,1616,2,0,3,7,834,232000
8,5,2006,1504,1504,2,0,3,7,510,199000
8,5,2006,1278,1278,2,0,2,5,584,198600
9,5,2006,2036,2640,3,1,3,11,792,405749
8,5,2006,1489,1489,2,0,3,7,776,232600
8,5,2006,1095,1939,2,1,3,8,1053,266000
7,5,2005,756,1553,2,1,3,6,615,186500
6,5,2005,858,1716,2,1,3,7,615,200825
7,5,2006,770,1576,2,1,3,6,614,197000
6,5,2006,1262,1262,2,0,2,5,572,185000
7,5,2005,1257,1266,2,0,3,6,453,176000
7,5,2006,1293,1301,2,0,2,5,572,187750
6,5,2005,1142,1142,1,1,3,5,0,139500
7,5,2005,1400,1400,2,0,3,6,612,186800
6,5,2005,1131,1131,1,1,3,6,0,132000
6,5,2005,1141,1141,1,1,3,6,484,142500
6,5,2004,1158,1158,1,1,3,5,576,158000
7,5,2005,891,1686,2,1,3,8,462,184000
7,5,2005,784,1585,2,1,3,7,449,184900
6,5,1997,941,1837,2,1,3,7,688,187000
6,5,1992,761,1603,2,1,3,7,484,175900
6,5,1992,836,1731,2,1,3,7,462,248500
5,5,1965,828,965,1,0,3,6,300,119900
5,4,1962,988,988,1,0,3,6,624,129500
6,7,1977,506,1212,1,0,3,6,492,151000
5,6,1968,882,909,1,0,3,5,294,116000
5,7,1961,912,1236,1,0,3,6,288,135000
7,4,1974,1748,2646,2,0,3,9,550,260000
8,5,1991,1288,2417,2,1,4,9,462,260000
8,5,1992,1334,2826,2,1,3,9,888,334000
8,5,1994,1624,1624,2,0,2,5,757,262000
7,5,1997,569,1694,2,1,3,6,434,200000
8,5,2001,1568,1568,2,0,3,6,564,221000
9,5,1981,1842,1842,0,1,0,5,894,385000
7,6,1968,570,1920,3,0,4,8,487,170000
6,6,1968,708,1416,2,1,3,7,776,179900
6,5,1972,732,1790,1,2,4,8,484,165150
7,6,1967,1334,1334,2,0,3,7,477,164500
7,5,1969,1164,1164,1,1,3,6,528,140000
5,5,1967,980,980,2,0,3,6,384,135500
5,5,1968,1051,1051,1,0,3,6,504,142000
5,5,1968,900,1770,1,1,4,7,530,155000
6,7,1968,976,976,1,0,2,4,504,157500
5,5,1968,1052,1052,1,1,3,5,288,138500
5,6,1968,833,898,1,0,3,6,326,140000
5,7,1967,1141,1141,1,0,3,6,568,158000
5,8,1965,864,1200,1,1,1,6,884,146000
5,5,1958,864,864,1,0,3,5,624,129900
6,6,1964,1251,1251,1,0,3,6,461,160000
5,6,1964,720,1440,1,1,4,7,480,157500
5,7,1958,1008,1053,1,1,3,6,750,150000
5,7,1960,1248,1248,1,0,3,6,286,151500
6,8,1934,816,816,1,0,2,4,240,129800
5,7,1947,938,1043,1,0,2,5,273,137000
4,7,1946,747,1230,1,1,3,5,305,121600
4,7,1923,440,869,1,0,2,4,0,85500
4,5,1926,600,747,1,0,1,5,528,79900
5,8,1908,504,1252,1,0,3,5,576,127000
5,6,1961,1251,1433,1,0,3,7,441,161000
5,6,1952,1444,1624,1,0,2,6,240,146500
5,5,1951,1056,1216,1,0,3,7,280,135000
6,7,1941,806,1578,1,0,3,5,240,133000
5,6,1949,704,1728,1,1,3,7,234,137000
5,6,1954,936,936,1,0,2,5,240,121000
5,3,1961,1235,1235,1,0,2,6,480,98600
7,6,1966,924,2157,2,1,4,8,487,226000
5,5,1954,936,1128,1,0,2,5,286,118000
8,4,1918,1360,3112,2,0,4,8,795,235000
6,7,1963,1008,1008,1,0,2,5,430,135000
